campaign,trial_id,policy,final_error_km,mean_error_km,rms_error_km,p95_error_km,max_error_km,blackout_mean_km,non_blackout_mean_km,n_pulsars,toa_sigma_us,position_offset_km,sweep_label,timing_mean_m,timing_final_m,timing_p95_m,steady_state_mean_km,steady_state_rms_km
main_elfo,0,xnav_only,7.586402282344191,1.804437070057673,3.6877911899205844,6.58603248683474,74.58731811005852,1.2313111881629513,2.8296059010524575,5,1.0,74.5873181125018,,nan,nan,nan,2.329164527572467,2.9065805907241526
main_elfo,0,gnss_only,10.53582183353625,290.40365187344133,681.0593279168442,1592.0966542305468,3709.3891100250426,1.2451735855913533,807.6307890925533,5,1.0,74.5873181125018,,531771.6551246598,3226.5090547396103,1883537.718287922,2.4063754200623095,3.075306865483888
main_elfo,0,hybrid,3.057951445566132,1.1913790415084413,3.0426679392556206,3.258234634692976,74.58731811279306,1.2525938819418176,1.081882073409303,5,1.0,74.5873181125018,,578.6217966261246,1606.2069006595857,2215.682032254247,2.32134904373661,2.8758050041317897
main_elfo,1,xnav_only,7.221571741257829,1.8232320040845362,4.010157310235912,6.686685852095343,86.92891674606068,1.2415274262476619,2.8637458264124662,5,1.0,86.92891674401906,,nan,nan,nan,2.3196691204442765,2.8929029301039346
main_elfo,1,gnss_only,10.564931401011025,289.19707835669453,679.8664217636401,1592.4478690096971,3729.364836912004,1.2352008187347672,804.2838170513548,5,1.0,86.92891674401906,,529532.2094274248,3298.613753263286,1873657.6462135548,2.407511054480919,3.053167729069803
main_elfo,1,hybrid,3.127864682983284,1.1876269121298533,3.42673577646404,3.235726690555372,86.92891674476046,1.2348626514849743,1.1031348149735096,5,1.0,86.92891674401906,,564.6066101817702,1649.1367910782524,2246.0844991995173,2.261588331187506,2.8183530511683474
main_elfo,2,xnav_only,7.495654370687402,1.803020537209119,3.527710607432399,6.7027370324162705,68.05374940224702,1.2479724211771352,2.795853082787456,5,1.0,68.0537494025796,,nan,nan,nan,2.353162754695003,2.9355328848197524
main_elfo,2,gnss_only,10.419632338491338,290.79479683597776,682.2355163924235,1579.5514375488124,3740.134583146574,1.2365577037726165,808.7369992273871,5,1.0,68.0537494025796,,532510.302757682,3174.589298965093,1869365.7579506855,2.3962597320671124,3.040975128653793
main_elfo,2,hybrid,3.077161465492938,1.1650848443978377,2.836448099870155,3.3241186619430065,68.05374939946492,1.234541138086933,1.0408461218835405,5,1.0,68.0537494025796,,585.5499108335654,1620.2141537471716,2185.521587983294,2.2853322649325394,2.833728683819201
main_elfo,3,xnav_only,7.559691935398839,1.838109330370267,4.099927345443429,6.612460277655816,90.01829935732201,1.2436296555489517,2.9014743825154365,5,1.0,90.01829936112986,,nan,nan,nan,2.362689054098793,2.9670528260307596
