campaign,policy,n_trials,final_mean_km,final_std_km,final_p95_km,mean_error_km,rms_error_km,blackout_mean_km,non_blackout_mean_km,meets_lunanet_p95,timing_mean_m,timing_final_m,timing_p95_m,steady_state_mean_km,steady_state_rms_km
main_elfo,xnav_only,20,7.389221593511288,0.11273886429893959,7.586455693069179,1.7964625268879237,3.495433846761777,1.2354646803996545,2.7999375480711652,False,nan,nan,nan,2.3286220117777523,2.914462105069165
main_elfo,gnss_only,20,10.441793233339187,0.15695571014561802,10.643241921698705,290.8528184027887,680.178335848932,1.2326868207870898,808.9057298241156,False,532626.5080272977,3193.654022576401,1873228.143049406,2.3646328783522987,3.025024054855475
main_elfo,hybrid,20,3.0939271935805226,0.06389519139538938,3.174369061015556,1.1653702721554051,2.7823143802298365,1.2345191293396096,1.0416814712766171,False,578.0103027935935,1628.1396253826301,2201.283588562362,2.2709196606601894,2.8102508726357436
